number,value,state,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_samples,params_min_child_weight,params_min_split_gain,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,params_subsample_freq,user_attrs_fold_log_losses,user_attrs_mean_validation_log_loss
52,0.6565858318395045,COMPLETE,0.8502974472165307,0.03935642775859333,6,336,0.005532396943960742,0.173242560751633,1713,20,9.085443405969166e-07,2.584719170313167,0.6969178279053987,7,"[0.6812872250752621, 0.6677200592257189, 0.6934247648827396, 0.6861263017955448, 0.6906147596467455, 0.65707784797317, 0.6898950417274038, 0.692896431544418, 0.6791687036706433, 0.6933818475077841, 0.6931564124177285, 0.5813802543804009, 0.5281206639266955, 0.6936470729246483, 0.6260967944596514, 0.667937420369919, 0.5400275397431026]",0.6565858318395045
53,0.682982535277956,PRUNED,0.8052823051383885,0.023220820667661863,7,249,0.0002937723574766145,0.10692520552169693,1422,21,4.029230812424136e-06,3.3889729937387907,0.7137174846271446,6,,
54,0.6563065530599573,COMPLETE,0.7536658017218951,0.06371128379689939,4,353,0.0034587173789331284,0.2887668928760705,2441,13,0.020423025897675442,0.005202224989749768,0.7489014414665645,7,"[0.6786781001214692, 0.6632968344242237, 0.6936201605038232, 0.6873066734850438, 0.690232121844735, 0.658609375917563, 0.6893608467828445, 0.6932531708907083, 0.6813694666690571, 0.6937201817215852, 0.6928540374601903, 0.5777249029316626, 0.5266931859551809, 0.6933905392550768, 0.6214391150576666, 0.6703467645072841, 0.5453159244911595]",0.6563065530599573
55,0.6843038775248155,PRUNED,0.7693017044173979,0.04237979333572978,3,513,0.03946761412059006,0.3285918301577017,2223,22,0.008172774578666529,0.02879830641863284,0.629030882709738,7,,
56,0.6824479799299953,PRUNED,0.8598156271375862,0.058032724077175905,4,121,0.027296597422883786,0.4209107867552083,1900,7,0.007922104939824617,0.012689677910350135,0.8142697362130581,7,,
57,0.6564814468289909,COMPLETE,0.4915438720439929,0.07016143317773817,7,359,0.0007120559578795476,0.002044485316707201,2382,15,0.25856310283284534,0.0027525608874057086,0.6772345485844745,7,"[0.6807842278896955, 0.6683871615087716, 0.6944118604119857, 0.6866869381958536, 0.68961595457613, 0.6530250760646605, 0.6906039953574935, 0.6933107448809638, 0.6776711499431526, 0.6937598934025134, 0.6924489245960126, 0.5820947182743978, 0.5245112407693092, 0.6938090267367902, 0.6258804964532881, 0.6686535073079479, 0.5445296797238781]",0.6564814468289909
58,0.683165880513251,PRUNED,0.49967275932230215,0.05295410525621323,6,185,0.00023094202430119762,0.006557275344618015,2253,11,0.05397680669112548,0.056512955908054836,0.7385207454196209,7,,
59,0.6855809676885293,PRUNED,0.4152611792093745,0.02535225080237836,8,578,0.0005053912783872874,0.1499372693323809,2417,20,0.433492897417245,0.004033779131837156,0.5761237711712546,6,,
60,0.6832838322370302,PRUNED,0.6074367784407249,0.06299814717689099,7,449,0.002414485016015042,0.15649621513904502,2157,22,3.0547500820736433,0.0008897661621165871,0.6468938882123515,7,,
61,0.6567567739688248,COMPLETE,0.9904199278888294,0.06340610375708754,4,222,0.05108752829202465,0.13395987174991145,2410,12,0.002671580945727979,1.017135833509271,0.7281668074086514,6,"[0.6810637739255755, 0.6701431763334299, 0.6934620383735718, 0.6872968882628909, 0.6913027194165372, 0.6532180820905836, 0.6894025482929356, 0.6932708600280674, 0.6823655713020553, 0.6931025554239554, 0.6931454625126747, 0.5797432716697225, 0.5251856342886729, 0.6935829477682828, 0.6253331883861433, 0.6691383240803619, 0.5441081153145609]",0.6567567739688248
62,0.6820796868123379,PRUNED,0.821727913878466,0.04367623735364085,4,446,0.0010862225892832,0.21807396163030573,2147,14,0.09804186782603407,0.0062752013795001425,0.7360301827751483,7,,
63,0.6832655194563354,PRUNED,0.9846532982716859,0.031190062543095948,6,332,0.07863908617926506,0.2956707894776801,1368,16,7.533336342430956e-05,23.386948764069952,0.8129930307053524,7,,
64,0.6828888747426781,PRUNED,0.734019678459413,0.015517674253295264,3,307,0.03453632070760453,0.6213363790807339,1725,8,7.138534086142658e-08,5.396934104243758,0.8391600627218689,3,,
65,0.6837478774463466,PRUNED,0.8704684834859197,0.06739376854929233,4,464,0.0004036676028431655,0.5334988100717818,2326,11,9.131244185847843e-05,0.1450359230534542,0.653512998642211,7,,
66,0.6827326229128728,PRUNED,0.9872116190281416,0.047181003100386615,3,432,0.00033868722328001964,0.37656925457503454,2388,9,2.1377122923761314e-08,2.4367346716414975,0.6799710340802302,7,,
67,0.6836788646436913,PRUNED,0.6486785961378152,0.0797449778709873,4,90,0.00021915651614539368,0.31351896800945117,1966,24,3.021725158889828,0.0006030363661291937,0.8779430237857815,7,,
68,0.6833403684659612,PRUNED,0.7353567676861941,0.03345236664486279,3,547,0.3323221600898551,0.16974590938709289,2050,26,3.454168568962067e-08,3.084386843817511,0.8686083606439408,4,,
69,0.6568701589085731,COMPLETE,0.41378946548155665,0.025384963069431096,3,467,0.08074845628136246,0.429359798382985,2070,16,2.7170292022392456e-05,0.04890652422577695,0.814778849627549,5,"[0.6809860844267672, 0.6674044620330387, 0.693441233940555, 0.6878827437012986, 0.6906939160577518, 0.6582794681719816, 0.6893213117546682, 0.6929890254333185, 0.6755777067532138, 0.693333978490428, 0.6926527938485334, 0.5814973041203964, 0.5270525096003031, 0.69326936854617, 0.6286125673922726, 0.6685017806568678, 0.54529644651818]",0.6568701589085731
70,0.6563502838420211,COMPLETE,0.724706967265957,0.06915946543578212,4,253,0.0032784842873367455,0.0021568984203854807,764,7,0.000322481422000699,7.174428701479409,0.6776332455897704,6,"[0.6850302395537083, 0.6666304822083824, 0.6938306398098435, 0.6870540806551276, 0.6898031443553886, 0.6581271717630145, 0.6901295876317238, 0.6930529874536902, 0.6801121079829682, 0.6938338885915919, 0.6923611390242156, 0.5735899272101771, 0.5254590015811277, 0.6935754627673804, 0.6233200521543862, 0.6687314483272914, 0.5433134642443423]",0.6563502838420211
71,0.6832792744850996,PRUNED,0.807280766937073,0.06975967392374836,3,506,0.00015688022659389233,0.7291431057357964,2335,14,2.354884007821078e-08,6.884955677239694,0.658758851269358,7,,
72,0.6824884752113608,PRUNED,0.6597685551196908,0.05750530238046653,3,222,0.001487830676122267,0.09759947971797604,745,15,0.00027346478145233823,1.583054461300606,0.7487092835931491,6,,
73,0.6851098118351139,PRUNED,0.7571170230109148,0.04917972050189039,4,548,0.0015298078888799972,0.11546262836929112,611,12,3.159631237064455e-05,30.31854773618732,0.6961458236958814,5,,
74,0.6829036911178389,PRUNED,0.8533651022069131,0.04168778865547996,4,308,0.013280504241086519,0.14497776496248277,666,19,2.0405696446658104e-05,0.11981383672426224,0.5210292968442651,6,,
75,0.6562480454920967,COMPLETE,0.42279970039381787,0.07811427091205135,7,286,0.01168565919032204,0.15175454825871043,770,13,1.261174538482783e-05,5.884786341094397,0.7417837383944802,6,"[0.6754934372729732, 0.6670576909642274, 0.6938544199571495, 0.6867569568536473, 0.6930751601708075, 0.6508651089647767, 0.6891839628522379, 0.6926245295833241, 0.6801574318314904, 0.6937677156690392, 0.6922187762773151, 0.5802944924249934, 0.5271578495035095, 0.6936568878130864, 0.6247077906734583, 0.6701154715792509, 0.545229090974357]",0.6562480454920967
76,0.680240641844056,PRUNED,0.4369377666392529,0.022495402032431052,7,214,0.0895920984125427,0.2504929792956529,949,19,1.171888152423234e-05,0.08072544599674127,0.6635195382639978,7,,
77,0.6823437158845521,PRUNED,0.4156706113404141,0.07554392919279147,6,366,0.049342872311684,0.23728601608654992,798,24,1.2542986233749436e-07,1.4069814500706317,0.8671841858010131,7,,
78,0.6564879310084644,COMPLETE,0.6181380414811445,0.0570185500254087,8,385,0.015543861473360392,0.2126201563265655,1058,7,2.4900140994193934e-06,12.715416031185997,0.7669453083839105,4,"[0.6833764618378017, 0.6679243990486224, 0.6937252269299433, 0.6876565442685756, 0.6913749895293378, 0.6559449469476715, 0.6889312616576564, 0.6926201527100776, 0.6770888081782473, 0.6938257654536999, 0.6930928760897844, 0.5778726837165414, 0.5254187543162308, 0.6934381871456509, 0.6245601346442035, 0.6692728529458396, 0.5441707817240097]",0.6564879310084644
79,0.6845788132844364,PRUNED,0.5852842656539363,0.05204496509667257,9,470,0.0010687385447091476,0.042956475662350474,939,24,5.595642930686686e-06,6.1650718387737955,0.7482184718019864,2,,
80,0.6837693960605012,PRUNED,0.517900555759216,0.06869620800295384,9,509,0.6200873168837948,0.3235133750212028,462,9,1.1796924072315684e-06,9.611959141911285,0.6868704307764698,4,,
81,0.6559256190888354,COMPLETE,0.6078542721418663,0.06415343818070166,7,329,0.004166935214151023,0.11624586849576146,890,12,1.2790015687057066e-05,24.700826674621027,0.5784618216912816,7,"[0.6789506484826475, 0.6693731398290356, 0.6937860784195216, 0.6878510063063928, 0.6887301668648195, 0.6555676118327142, 0.6904790854571264, 0.6925080349365734, 0.6774105229557932, 0.6937445278351685, 0.6928044630168314, 0.579410389514395, 0.5198132200068052, 0.6932929572327566, 0.6258396800681115, 0.6678359444193342, 0.5433380473321766]",0.6559256190888354
82,0.6844326915805681,PRUNED,0.6704151485278846,0.048177728306849556,9,548,0.006476664332390457,0.23846681377833145,932,8,8.293581120674414e-05,7.298967525026307,0.7596345958212359,7,,
83,0.6825802978996444,PRUNED,0.6637441656863299,0.028389617771452998,7,196,0.006831758495745334,0.43077113548358037,879,8,0.0005328173339294566,1.8125629477337226,0.7362609787572733,4,,
84,0.6873140349333996,PRUNED,0.7211121194667524,0.062254154413969955,8,535,0.003244653394673124,0.46044306495410703,547,11,3.831635718701805e-07,4.3077907974360725,0.5056885710408233,7,,
85,0.6758454782433594,PRUNED,0.6184578576943109,0.0410974517629967,9,488,0.010856233640796225,0.15921501271598804,1588,11,4.3151512682586515e-08,0.5614304132221908,0.8309978673122056,4,,
86,0.6855565215465932,PRUNED,0.4469517295743546,0.05035611251904465,6,433,0.0071269816274084265,0.25933386711803275,992,14,2.2681506649534106e-05,48.09679617857254,0.5350126449986403,6,,
87,0.6840482920235885,PRUNED,0.36532594148923103,0.05248022882995124,7,535,0.005048895002582225,0.20100822826959486,1048,20,0.007904595407862956,11.753010608780771,0.8124814629149484,6,,
88,0.6825546809238352,PRUNED,0.553444837872217,0.06348627131346016,8,214,0.00017748897886801755,0.10742818729495768,442,16,1.3379066284499526e-05,0.22611940821450097,0.7454994439536324,6,,
89,0.6835329192577623,PRUNED,0.655347169297176,0.04898291034645112,6,186,0.002802367570090772,0.012351111756924247,1005,13,5.612313659999917e-06,48.755975378224065,0.6911708957054199,6,,
90,0.6802780299910564,PRUNED,0.4010602964759918,0.05888168991841787,9,240,0.019951242189559987,0.4171818922273061,853,19,0.0003061341379062253,1.291991855428132,0.7155891071266175,5,,
91,0.682175132067134,PRUNED,0.6083490979157162,0.05954952878848344,7,416,0.010512924117464672,0.49796358523638024,802,19,1.7986191371146405e-06,8.439147614412967,0.807433240321818,4,,
92,0.6839805382102,PRUNED,0.8140361850315707,0.0523265295466796,5,295,0.0008133149328130516,0.02116920656711031,557,11,0.0038332513203223977,35.257465360312075,0.6056168880365111,7,,
93,0.6821808697109489,PRUNED,0.610495875318647,0.06201298933152138,4,371,0.010008949771705508,0.5079174730718388,1627,27,1.3405728508168927e-08,0.016409406040732266,0.8186115913709623,3,,
94,0.6567727908476138,COMPLETE,0.7278388032624064,0.02094745297010719,3,406,0.012010659162410972,0.587389774461123,2117,27,1.5943588543803147e-08,0.10381499062559106,0.8662990410428665,5,"[0.6823085083882792, 0.6676816151408089, 0.6933838807326045, 0.6873154080532325, 0.6897842445981637, 0.6585943578444833, 0.6883708337498133, 0.6931831838877224, 0.6782017747459533, 0.6933771971494997, 0.6927065914023957, 0.5808815637410347, 0.527008465354977, 0.6932830445387258, 0.6279267742196732, 0.6676130785941303, 0.5435169222679347]",0.6567727908476138
95,0.6805212220239296,PRUNED,0.3613492979764301,0.04384494552649849,7,286,0.0024191531297173136,0.2144721313411448,2295,16,0.0739874055458746,0.00047385160416974674,0.8842557443738173,7,,
96,0.6820424073140456,PRUNED,0.7775658696288968,0.060271153817831755,6,120,0.010419776181200598,0.20881348325732701,1891,18,0.00010535542267583121,0.00017788728038040132,0.6992619185122526,6,,
97,0.6823638335463699,PRUNED,0.6314254867849735,0.057858343361325934,9,236,0.0028453653248629316,0.2228208514087664,726,16,6.096355265810891e-06,40.55578990696455,0.6039678762998979,6,,
98,0.6568673936035744,COMPLETE,0.941881924742279,0.07228609866677874,6,232,0.06592251722752278,0.20046877968991383,1495,10,1.3398883802338072e-07,3.4533092320280065,0.6707770221755591,7,"[0.6818998335062721, 0.668799285233527, 0.6935532619403917, 0.6863036642089306, 0.6900495064281111, 0.6598014833426802, 0.6901997612571152, 0.692943893860311, 0.6779840485396262, 0.6939426856026388, 0.6928871207820833, 0.5766541416250704, 0.5310203610075847, 0.6937162723529087, 0.62607312734239, 0.6684635951716973, 0.5424536490594271]",0.6568673936035744
99,0.6818974340506788,PRUNED,0.4031762222936406,0.07223692747594924,8,432,0.0028322208003325757,0.15231002301722452,772,12,4.111724045639736e-07,20.45913135341198,0.8166074049977642,4,,
